minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
2,100,A区（报刊218）,136,29,107
2,101,B区（报刊222）,152,38,114
2,113,C区(新书借阅区),4,4,0
134,100,A区（报刊218）,136,73,63
134,101,B区（报刊222）,152,109,43
134,113,C区(新书借阅区),4,4,0
226,100,A区（报刊218）,136,85,51
226,101,B区（报刊222）,152,114,38
226,113,C区(新书借阅区),4,4,0
285,100,A区（报刊218）,136,85,51
285,101,B区（报刊222）,152,115,37
285,113,C区(新书借阅区),4,4,0
333,100,A区（报刊218）,136,89,47
333,101,B区（报刊222）,152,123,29
333,113,C区(新书借阅区),4,4,0
385,100,A区（报刊218）,136,91,45
385,101,B区（报刊222）,152,127,25
385,113,C区(新书借阅区),4,4,0
