minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
1,100,A区（报刊218）,136,8,128
1,101,B区（报刊222）,152,9,143
1,113,C区(新书借阅区),4,0,4
208,100,A区（报刊218）,136,14,122
208,101,B区（报刊222）,152,17,135
208,113,C区(新书借阅区),4,0,4
315,100,A区（报刊218）,136,17,119
315,101,B区（报刊222）,152,23,129
315,113,C区(新书借阅区),4,0,4
372,100,A区（报刊218）,136,19,117
372,101,B区（报刊222）,152,27,125
372,113,C区(新书借阅区),4,0,4
430,100,A区（报刊218）,136,21,115
430,101,B区（报刊222）,152,26,126
430,113,C区(新书借阅区),4,0,4
472,100,A区（报刊218）,136,22,114
472,101,B区（报刊222）,152,28,124
472,113,C区(新书借阅区),4,0,4
503,100,A区（报刊218）,136,22,114
503,101,B区（报刊222）,152,26,126
503,113,C区(新书借阅区),4,0,4
538,100,A区（报刊218）,136,21,115
538,101,B区（报刊222）,152,26,126
538,113,C区(新书借阅区),4,0,4
578,100,A区（报刊218）,136,19,117
578,101,B区（报刊222）,152,27,125
578,113,C区(新书借阅区),4,0,4
600,100,A区（报刊218）,136,19,117
600,101,B区（报刊222）,152,25,127
600,113,C区(新书借阅区),4,0,4
641,100,A区（报刊218）,136,17,119
641,101,B区（报刊222）,152,28,124
641,113,C区(新书借阅区),4,0,4
