minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
16,100,A区（报刊218）,136,12,124
16,101,B区（报刊222）,152,10,142
16,113,C区(新书借阅区),4,0,4
252,100,A区（报刊218）,136,27,109
252,101,B区（报刊222）,152,43,109
252,113,C区(新书借阅区),4,0,4
409,100,A区（报刊218）,136,31,105
409,101,B区（报刊222）,152,62,90
409,113,C区(新书借阅区),4,0,4
535,100,A区（报刊218）,136,33,103
535,101,B区（报刊222）,152,60,92
535,113,C区(新书借阅区),4,0,4
624,100,A区（报刊218）,136,26,110
624,101,B区（报刊222）,152,55,97
624,113,C区(新书借阅区),4,0,4
699,100,A区（报刊218）,136,29,107
699,101,B区（报刊222）,152,54,98
699,113,C区(新书借阅区),4,0,4
764,100,A区（报刊218）,136,28,108
764,101,B区（报刊222）,152,50,102
764,113,C区(新书借阅区),4,0,4
