minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
64,100,A区（报刊218）,136,43,93
64,101,B区（报刊222）,152,46,106
64,113,C区(新书借阅区),4,4,0
220,100,A区（报刊218）,136,74,62
220,101,B区（报刊222）,152,89,63
220,113,C区(新书借阅区),4,4,0
381,100,A区（报刊218）,136,80,56
381,101,B区（报刊222）,152,105,47
381,113,C区(新书借阅区),4,4,0
547,100,A区（报刊218）,136,87,49
547,101,B区（报刊222）,152,109,43
547,113,C区(新书借阅区),4,4,0
681,100,A区（报刊218）,136,76,60
681,101,B区（报刊222）,152,87,65
681,113,C区(新书借阅区),4,4,0
776,100,A区（报刊218）,136,71,65
776,101,B区（报刊222）,152,73,79
776,113,C区(新书借阅区),4,4,0
