minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
90,100,A区（报刊218）,136,8,128
90,101,B区（报刊222）,152,8,144
90,113,C区(新书借阅区),4,0,4
172,100,A区（报刊218）,136,8,128
172,101,B区（报刊222）,152,8,144
172,113,C区(新书借阅区),4,0,4
273,100,A区（报刊218）,136,8,128
273,101,B区（报刊222）,152,8,144
273,113,C区(新书借阅区),4,0,4
343,100,A区（报刊218）,136,8,128
343,101,B区（报刊222）,152,8,144
343,113,C区(新书借阅区),4,0,4
399,100,A区（报刊218）,136,8,128
399,101,B区（报刊222）,152,8,144
399,113,C区(新书借阅区),4,0,4
460,100,A区（报刊218）,136,8,128
460,101,B区（报刊222）,152,8,144
460,113,C区(新书借阅区),4,0,4
506,100,A区（报刊218）,136,8,128
506,101,B区（报刊222）,152,8,144
506,113,C区(新书借阅区),4,0,4
549,100,A区（报刊218）,136,8,128
549,101,B区（报刊222）,152,8,144
549,113,C区(新书借阅区),4,0,4
600,100,A区（报刊218）,136,8,128
600,101,B区（报刊222）,152,8,144
600,113,C区(新书借阅区),4,0,4
653,100,A区（报刊218）,136,8,128
653,101,B区（报刊222）,152,8,144
653,113,C区(新书借阅区),4,0,4
689,100,A区（报刊218）,136,8,128
689,101,B区（报刊222）,152,8,144
689,113,C区(新书借阅区),4,0,4
719,100,A区（报刊218）,136,8,128
719,101,B区（报刊222）,152,8,144
719,113,C区(新书借阅区),4,0,4
802,100,A区（报刊218）,136,8,128
802,101,B区（报刊222）,152,8,144
802,113,C区(新书借阅区),4,0,4
