minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
47,100,A区（报刊218）,136,59,77
47,101,B区（报刊222）,152,97,55
47,113,C区(新书借阅区),4,0,4
133,100,A区（报刊218）,136,92,44
133,101,B区（报刊222）,152,129,23
133,113,C区(新书借阅区),4,0,4
222,100,A区（报刊218）,136,92,44
222,101,B区（报刊222）,152,132,20
222,113,C区(新书借阅区),4,0,4
263,100,A区（报刊218）,136,97,39
263,101,B区（报刊222）,152,133,19
263,113,C区(新书借阅区),4,0,4
295,100,A区（报刊218）,136,102,34
295,101,B区（报刊222）,152,133,19
295,113,C区(新书借阅区),4,0,4
324,100,A区（报刊218）,136,102,34
324,101,B区（报刊222）,152,140,12
324,113,C区(新书借阅区),4,0,4
349,100,A区（报刊218）,136,100,36
349,101,B区（报刊222）,152,140,12
349,113,C区(新书借阅区),4,0,4
362,100,A区（报刊218）,136,103,33
362,101,B区（报刊222）,152,143,9
362,113,C区(新书借阅区),4,0,4
411,100,A区（报刊218）,136,108,28
411,101,B区（报刊222）,152,148,4
411,113,C区(新书借阅区),4,0,4
435,100,A区（报刊218）,136,110,26
435,101,B区（报刊222）,152,147,5
435,113,C区(新书借阅区),4,0,4
459,100,A区（报刊218）,136,110,26
459,101,B区（报刊222）,152,147,5
459,113,C区(新书借阅区),4,0,4
473,100,A区（报刊218）,136,112,24
473,101,B区（报刊222）,152,147,5
473,113,C区(新书借阅区),4,0,4
503,100,A区（报刊218）,136,118,18
503,101,B区（报刊222）,152,146,6
503,113,C区(新书借阅区),4,0,4
534,100,A区（报刊218）,136,115,21
534,101,B区（报刊222）,152,145,7
534,113,C区(新书借阅区),4,0,4
566,100,A区（报刊218）,136,110,26
566,101,B区（报刊222）,152,143,9
566,113,C区(新书借阅区),4,0,4
592,100,A区（报刊218）,136,114,22
592,101,B区（报刊222）,152,139,13
592,113,C区(新书借阅区),4,0,4
617,100,A区（报刊218）,136,115,21
617,101,B区（报刊222）,152,142,10
617,113,C区(新书借阅区),4,0,4
661,100,A区（报刊218）,136,114,22
661,101,B区（报刊222）,152,138,14
661,113,C区(新书借阅区),4,0,4
690,100,A区（报刊218）,136,112,24
690,101,B区（报刊222）,152,137,15
690,113,C区(新书借阅区),4,0,4
708,100,A区（报刊218）,136,111,25
708,101,B区（报刊222）,152,136,16
708,113,C区(新书借阅区),4,0,4
721,100,A区（报刊218）,136,111,25
721,101,B区（报刊222）,152,134,18
721,113,C区(新书借阅区),4,0,4
