minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
45,100,A区（报刊218）,136,16,120
45,101,B区（报刊222）,152,21,131
45,113,C区(新书借阅区),4,0,4
141,100,A区（报刊218）,136,32,104
141,101,B区（报刊222）,152,63,89
141,113,C区(新书借阅区),4,0,4
225,100,A区（报刊218）,136,30,106
225,101,B区（报刊222）,152,75,77
225,113,C区(新书借阅区),4,0,4
262,100,A区（报刊218）,136,33,103
262,101,B区（报刊222）,152,78,74
262,113,C区(新书借阅区),4,0,4
293,100,A区（报刊218）,136,35,101
293,101,B区（报刊222）,152,86,66
293,113,C区(新书借阅区),4,0,4
319,100,A区（报刊218）,136,40,96
319,101,B区（报刊222）,152,88,64
319,113,C区(新书借阅区),4,0,4
344,100,A区（报刊218）,136,46,90
344,101,B区（报刊222）,152,94,58
344,113,C区(新书借阅区),4,0,4
358,100,A区（报刊218）,136,46,90
358,101,B区（报刊222）,152,97,55
358,113,C区(新书借阅区),4,0,4
401,100,A区（报刊218）,136,54,82
401,101,B区（报刊222）,152,100,52
401,113,C区(新书借阅区),4,0,4
420,100,A区（报刊218）,136,57,79
420,101,B区（报刊222）,152,106,46
420,113,C区(新书借阅区),4,0,4
450,100,A区（报刊218）,136,59,77
450,101,B区（报刊222）,152,105,47
450,113,C区(新书借阅区),4,0,4
466,100,A区（报刊218）,136,58,78
466,101,B区（报刊222）,152,108,44
466,113,C区(新书借阅区),4,0,4
478,100,A区（报刊218）,136,61,75
478,101,B区（报刊222）,152,111,41
478,113,C区(新书借阅区),4,0,4
518,100,A区（报刊218）,136,58,78
518,101,B区（报刊222）,152,112,40
518,113,C区(新书借阅区),4,0,4
537,100,A区（报刊218）,136,56,80
537,101,B区（报刊222）,152,110,42
537,113,C区(新书借阅区),4,0,4
568,100,A区（报刊218）,136,54,82
568,101,B区（报刊222）,152,106,46
568,113,C区(新书借阅区),4,0,4
586,100,A区（报刊218）,136,52,84
586,101,B区（报刊222）,152,104,48
586,113,C区(新书借阅区),4,0,4
599,100,A区（报刊218）,136,53,83
599,101,B区（报刊222）,152,104,48
599,113,C区(新书借阅区),4,0,4
631,100,A区（报刊218）,136,53,83
631,101,B区（报刊222）,152,98,54
631,113,C区(新书借阅区),4,0,4
650,100,A区（报刊218）,136,52,84
650,101,B区（报刊222）,152,96,56
650,113,C区(新书借阅区),4,0,4
663,100,A区（报刊218）,136,49,87
663,101,B区（报刊222）,152,96,56
663,113,C区(新书借阅区),4,0,4
687,100,A区（报刊218）,136,49,87
687,101,B区（报刊222）,152,90,62
687,113,C区(新书借阅区),4,0,4
703,100,A区（报刊218）,136,50,86
703,101,B区（报刊222）,152,89,63
703,113,C区(新书借阅区),4,0,4
718,100,A区（报刊218）,136,51,85
718,101,B区（报刊222）,152,87,65
718,113,C区(新书借阅区),4,0,4
766,100,A区（报刊218）,136,41,95
766,101,B区（报刊222）,152,78,74
766,113,C区(新书借阅区),4,0,4
801,100,A区（报刊218）,136,39,97
801,101,B区（报刊222）,152,69,83
801,113,C区(新书借阅区),4,0,4
