minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
66,100,A区（报刊218）,136,54,82
66,101,B区（报刊222）,152,60,92
66,113,C区(新书借阅区),4,4,0
226,100,A区（报刊218）,136,76,60
226,101,B区（报刊222）,152,91,61
226,113,C区(新书借阅区),4,4,0
379,100,A区（报刊218）,136,90,46
379,101,B区（报刊222）,152,119,33
379,113,C区(新书借阅区),4,4,0
520,100,A区（报刊218）,136,100,36
520,101,B区（报刊222）,152,122,30
520,113,C区(新书借阅区),4,4,0
625,100,A区（报刊218）,136,93,43
625,101,B区（报刊222）,152,119,33
625,113,C区(新书借阅区),4,4,0
704,100,A区（报刊218）,136,83,53
704,101,B区（报刊222）,152,115,37
704,113,C区(新书借阅区),4,4,0
763,100,A区（报刊218）,136,74,62
763,101,B区（报刊222）,152,98,54
763,113,C区(新书借阅区),4,4,0
