minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
62,100,A区（报刊218）,136,28,108
62,101,B区（报刊222）,152,46,106
62,113,C区(新书借阅区),4,2,2
219,100,A区（报刊218）,136,49,87
219,101,B区（报刊222）,152,73,79
219,113,C区(新书借阅区),4,4,0
378,100,A区（报刊218）,136,57,79
378,101,B区（报刊222）,152,94,58
378,113,C区(新书借阅区),4,4,0
545,100,A区（报刊218）,136,68,68
545,101,B区（报刊222）,152,108,44
545,113,C区(新书借阅区),4,3,1
675,100,A区（报刊218）,136,56,80
675,101,B区（报刊222）,152,94,58
675,113,C区(新书借阅区),4,2,2
778,100,A区（报刊218）,136,57,79
778,101,B区（报刊222）,152,79,73
778,113,C区(新书借阅区),4,1,3
