minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
88,100,A区（报刊218）,136,22,114
88,101,B区（报刊222）,152,47,105
88,113,C区(新书借阅区),4,2,2
250,100,A区（报刊218）,136,32,104
250,101,B区（报刊222）,152,94,58
250,113,C区(新书借阅区),4,1,3
444,100,A区（报刊218）,136,50,86
444,101,B区（报刊222）,152,112,40
444,113,C区(新书借阅区),4,2,2
586,100,A区（报刊218）,136,54,82
586,101,B区（报刊222）,152,95,57
586,113,C区(新书借阅区),4,2,2
693,100,A区（报刊218）,136,56,80
693,101,B区（报刊222）,152,94,58
693,113,C区(新书借阅区),4,2,2
801,100,A区（报刊218）,136,39,97
801,101,B区（报刊222）,152,77,75
801,113,C区(新书借阅区),4,1,3
