minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
2,100,A区（报刊218）,136,12,124
2,101,B区（报刊222）,152,33,119
2,113,C区(新书借阅区),4,0,4
129,100,A区（报刊218）,136,36,100
129,101,B区（报刊222）,152,81,71
129,113,C区(新书借阅区),4,0,4
214,100,A区（报刊218）,136,43,93
214,101,B区（报刊222）,152,95,57
214,113,C区(新书借阅区),4,0,4
244,100,A区（报刊218）,136,44,92
244,101,B区（报刊222）,152,95,57
244,113,C区(新书借阅区),4,0,4
280,100,A区（报刊218）,136,48,88
280,101,B区（报刊222）,152,102,50
280,113,C区(新书借阅区),4,0,4
296,100,A区（报刊218）,136,52,84
296,101,B区（报刊222）,152,101,51
296,113,C区(新书借阅区),4,0,4
325,100,A区（报刊218）,136,54,82
325,101,B区（报刊222）,152,112,40
325,113,C区(新书借阅区),4,0,4
347,100,A区（报刊218）,136,55,81
347,101,B区（报刊222）,152,112,40
347,113,C区(新书借阅区),4,0,4
359,100,A区（报刊218）,136,56,80
359,101,B区（报刊222）,152,115,37
359,113,C区(新书借阅区),4,0,4
404,100,A区（报刊218）,136,64,72
404,101,B区（报刊222）,152,124,28
404,113,C区(新书借阅区),4,0,4
420,100,A区（报刊218）,136,64,72
420,101,B区（报刊222）,152,126,26
420,113,C区(新书借阅区),4,0,4
449,100,A区（报刊218）,136,67,69
449,101,B区（报刊222）,152,130,22
449,113,C区(新书借阅区),4,0,4
464,100,A区（报刊218）,136,67,69
464,101,B区（报刊222）,152,130,22
464,113,C区(新书借阅区),4,0,4
476,100,A区（报刊218）,136,69,67
476,101,B区（报刊222）,152,132,20
476,113,C区(新书借阅区),4,0,4
512,100,A区（报刊218）,136,72,64
512,101,B区（报刊222）,152,129,23
512,113,C区(新书借阅区),4,0,4
534,100,A区（报刊218）,136,68,68
534,101,B区（报刊222）,152,127,25
534,113,C区(新书借阅区),4,0,4
561,100,A区（报刊218）,136,65,71
561,101,B区（报刊222）,152,129,23
561,113,C区(新书借阅区),4,0,4
578,100,A区（报刊218）,136,69,67
578,101,B区（报刊222）,152,129,23
578,113,C区(新书借阅区),4,0,4
591,100,A区（报刊218）,136,74,62
591,101,B区（报刊222）,152,130,22
591,113,C区(新书借阅区),4,0,4
613,100,A区（报刊218）,136,86,50
613,101,B区（报刊222）,152,129,23
613,113,C区(新书借阅区),4,0,4
638,100,A区（报刊218）,136,85,51
638,101,B区（报刊222）,152,132,20
638,113,C区(新书借阅区),4,0,4
653,100,A区（报刊218）,136,89,47
653,101,B区（报刊222）,152,132,20
653,113,C区(新书借阅区),4,0,4
673,100,A区（报刊218）,136,93,43
673,101,B区（报刊222）,152,130,22
673,113,C区(新书借阅区),4,0,4
691,100,A区（报刊218）,136,91,45
691,101,B区（报刊222）,152,130,22
691,113,C区(新书借阅区),4,0,4
705,100,A区（报刊218）,136,93,43
705,101,B区（报刊222）,152,127,25
705,113,C区(新书借阅区),4,0,4
717,100,A区（报刊218）,136,94,42
717,101,B区（报刊222）,152,124,28
717,113,C区(新书借阅区),4,0,4
772,100,A区（报刊218）,136,85,51
772,101,B区（报刊222）,152,109,43
772,113,C区(新书借阅区),4,0,4
804,100,A区（报刊218）,136,68,68
804,101,B区（报刊222）,152,89,63
804,113,C区(新书借阅区),4,0,4
826,100,A区（报刊218）,136,57,79
826,101,B区（报刊222）,152,74,78
826,113,C区(新书借阅区),4,0,4
