minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
8,100,A区（报刊218）,136,12,124
8,101,B区（报刊222）,152,12,140
8,113,C区(新书借阅区),4,0,4
220,100,A区（报刊218）,136,29,107
220,101,B区（报刊222）,152,62,90
220,113,C区(新书借阅区),4,0,4
355,100,A区（报刊218）,136,39,97
355,101,B区（报刊222）,152,69,83
355,113,C区(新书借阅区),4,0,4
467,100,A区（报刊218）,136,48,88
467,101,B区（报刊222）,152,80,72
467,113,C区(新书借阅区),4,1,3
548,100,A区（报刊218）,136,55,81
548,101,B区（报刊222）,152,86,66
548,113,C区(新书借阅区),4,1,3
625,100,A区（报刊218）,136,50,86
625,101,B区（报刊222）,152,75,77
625,113,C区(新书借阅区),4,1,3
692,100,A区（报刊218）,136,49,87
692,101,B区（报刊222）,152,75,77
692,113,C区(新书借阅区),4,0,4
