minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
1,100,A区（报刊218）,136,9,127
1,101,B区（报刊222）,152,14,138
1,113,C区(新书借阅区),4,0,4
204,100,A区（报刊218）,136,29,107
204,101,B区（报刊222）,152,59,93
204,113,C区(新书借阅区),4,0,4
322,100,A区（报刊218）,136,31,105
322,101,B区（报刊222）,152,74,78
322,113,C区(新书借阅区),4,0,4
405,100,A区（报刊218）,136,39,97
405,101,B区（报刊222）,152,76,76
405,113,C区(新书借阅区),4,0,4
473,100,A区（报刊218）,136,45,91
473,101,B区（报刊222）,152,80,72
473,113,C区(新书借阅区),4,0,4
526,100,A区（报刊218）,136,46,90
526,101,B区（报刊222）,152,78,74
526,113,C区(新书借阅区),4,0,4
583,100,A区（报刊218）,136,44,92
583,101,B区（报刊222）,152,73,79
583,113,C区(新书借阅区),4,0,4
632,100,A区（报刊218）,136,46,90
632,101,B区（报刊222）,152,77,75
632,113,C区(新书借阅区),4,0,4
686,100,A区（报刊218）,136,46,90
686,101,B区（报刊222）,152,76,76
686,113,C区(新书借阅区),4,1,3
723,100,A区（报刊218）,136,47,89
723,101,B区（报刊222）,152,71,81
723,113,C区(新书借阅区),4,1,3
