minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
26,100,A区（报刊218）,136,32,104
26,101,B区（报刊222）,152,76,76
26,113,C区(新书借阅区),4,4,0
106,100,A区（报刊218）,136,62,74
106,101,B区（报刊222）,152,115,37
106,113,C区(新书借阅区),4,4,0
164,100,A区（报刊218）,136,71,65
164,101,B区（报刊222）,152,119,33
164,113,C区(新书借阅区),4,4,0
210,100,A区（报刊218）,136,74,62
210,101,B区（报刊222）,152,125,27
210,113,C区(新书借阅区),4,4,0
252,100,A区（报刊218）,136,77,59
252,101,B区（报刊222）,152,128,24
252,113,C区(新书借阅区),4,4,0
293,100,A区（报刊218）,136,81,55
293,101,B区（报刊222）,152,139,13
293,113,C区(新书借阅区),4,4,0
322,100,A区（报刊218）,136,90,46
322,101,B区（报刊222）,152,140,12
322,113,C区(新书借阅区),4,4,0
352,100,A区（报刊218）,136,97,39
352,101,B区（报刊222）,152,146,6
352,113,C区(新书借阅区),4,4,0
381,100,A区（报刊218）,136,103,33
381,101,B区（报刊222）,152,150,2
381,113,C区(新书借阅区),4,4,0
428,100,A区（报刊218）,136,108,28
428,101,B区（报刊222）,152,151,1
428,113,C区(新书借阅区),4,4,0
468,100,A区（报刊218）,136,112,24
468,101,B区（报刊222）,152,152,0
468,113,C区(新书借阅区),4,4,0
495,100,A区（报刊218）,136,110,26
495,101,B区（报刊222）,152,149,3
495,113,C区(新书借阅区),4,4,0
533,100,A区（报刊218）,136,107,29
533,101,B区（报刊222）,152,146,6
533,113,C区(新书借阅区),4,4,0
562,100,A区（报刊218）,136,104,32
562,101,B区（报刊222）,152,145,7
562,113,C区(新书借阅区),4,4,0
591,100,A区（报刊218）,136,95,41
591,101,B区（报刊222）,152,138,14
591,113,C区(新书借阅区),4,4,0
