minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
55,100,A区（报刊218）,136,34,102
55,101,B区（报刊222）,152,47,105
55,113,C区(新书借阅区),4,4,0
204,100,A区（报刊218）,136,63,73
204,101,B区（报刊222）,152,88,64
204,113,C区(新书借阅区),4,4,0
352,100,A区（报刊218）,136,74,62
352,101,B区（报刊222）,152,95,57
352,113,C区(新书借阅区),4,4,0
468,100,A区（报刊218）,136,81,55
468,101,B区（报刊222）,152,107,45
468,113,C区(新书借阅区),4,4,0
574,100,A区（报刊218）,136,76,60
574,101,B区（报刊222）,152,100,52
574,113,C区(新书借阅区),4,4,0
674,100,A区（报刊218）,136,74,62
674,101,B区（报刊222）,152,98,54
674,113,C区(新书借阅区),4,4,0
763,100,A区（报刊218）,136,69,67
763,101,B区（报刊222）,152,90,62
763,113,C区(新书借阅区),4,4,0
