minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
152,100,A区（报刊218）,136,20,116
152,101,B区（报刊222）,152,43,109
152,113,C区(新书借阅区),4,0,4
239,100,A区（报刊218）,136,24,112
239,101,B区（报刊222）,152,47,105
239,113,C区(新书借阅区),4,0,4
294,100,A区（报刊218）,136,29,107
294,101,B区（报刊222）,152,55,97
294,113,C区(新书借阅区),4,0,4
329,100,A区（报刊218）,136,33,103
329,101,B区（报刊222）,152,58,94
329,113,C区(新书借阅区),4,0,4
356,100,A区（报刊218）,136,36,100
356,101,B区（报刊222）,152,64,88
356,113,C区(新书借阅区),4,0,4
403,100,A区（报刊218）,136,38,98
403,101,B区（报刊222）,152,61,91
403,113,C区(新书借阅区),4,0,4
439,100,A区（报刊218）,136,44,92
439,101,B区（报刊222）,152,62,90
439,113,C区(新书借阅区),4,0,4
469,100,A区（报刊218）,136,45,91
469,101,B区（报刊222）,152,63,89
469,113,C区(新书借阅区),4,0,4
483,100,A区（报刊218）,136,48,88
483,101,B区（报刊222）,152,65,87
483,113,C区(新书借阅区),4,0,4
