minute,id,name,TotalCount,UnavailableSpace,AvailableSpace
59,100,A区（报刊218）,136,13,123
59,101,B区（报刊222）,152,26,126
59,113,C区(新书借阅区),4,0,4
147,100,A区（报刊218）,136,25,111
147,101,B区（报刊222）,152,48,104
147,113,C区(新书借阅区),4,0,4
234,100,A区（报刊218）,136,31,105
234,101,B区（报刊222）,152,60,92
234,113,C区(新书借阅区),4,0,4
281,100,A区（报刊218）,136,34,102
281,101,B区（报刊222）,152,66,86
281,113,C区(新书借阅区),4,0,4
306,100,A区（报刊218）,136,35,101
306,101,B区（报刊222）,152,67,85
306,113,C区(新书借阅区),4,0,4
342,100,A区（报刊218）,136,38,98
342,101,B区（报刊222）,152,77,75
342,113,C区(新书借阅区),4,0,4
359,100,A区（报刊218）,136,42,94
359,101,B区（报刊222）,152,79,73
359,113,C区(新书借阅区),4,0,4
410,100,A区（报刊218）,136,52,84
410,101,B区（报刊222）,152,98,54
410,113,C区(新书借阅区),4,0,4
436,100,A区（报刊218）,136,56,80
436,101,B区（报刊222）,152,104,48
436,113,C区(新书借阅区),4,0,4
462,100,A区（报刊218）,136,55,81
462,101,B区（报刊222）,152,108,44
462,113,C区(新书借阅区),4,0,4
476,100,A区（报刊218）,136,56,80
476,101,B区（报刊222）,152,109,43
476,113,C区(新书借阅区),4,0,4
512,100,A区（报刊218）,136,58,78
512,101,B区（报刊222）,152,109,43
512,113,C区(新书借阅区),4,0,4
539,100,A区（报刊218）,136,59,77
539,101,B区（报刊222）,152,111,41
539,113,C区(新书借阅区),4,0,4
576,100,A区（报刊218）,136,63,73
576,101,B区（报刊222）,152,104,48
576,113,C区(新书借阅区),4,0,4
594,100,A区（报刊218）,136,62,74
594,101,B区（报刊222）,152,102,50
594,113,C区(新书借阅区),4,0,4
620,100,A区（报刊218）,136,58,78
620,101,B区（报刊222）,152,94,58
620,113,C区(新书借阅区),4,0,4
645,100,A区（报刊218）,136,59,77
645,101,B区（报刊222）,152,89,63
645,113,C区(新书借阅区),4,0,4
658,100,A区（报刊218）,136,57,79
658,101,B区（报刊222）,152,86,66
658,113,C区(新书借阅区),4,0,4
687,100,A区（报刊218）,136,57,79
687,101,B区（报刊222）,152,87,65
687,113,C区(新书借阅区),4,0,4
704,100,A区（报刊218）,136,56,80
704,101,B区（报刊222）,152,86,66
704,113,C区(新书借阅区),4,0,4
717,100,A区（报刊218）,136,59,77
717,101,B区（报刊222）,152,85,67
717,113,C区(新书借阅区),4,0,4
775,100,A区（报刊218）,136,54,82
775,101,B区（报刊222）,152,73,79
775,113,C区(新书借阅区),4,0,4
